mental,['physical']
'believing that there is only one god' – ,"[""'worshipping or believing in more than one god' – ""]"
monotheistic,['polytheistic']
'worshipping or believing in more than one god' – ,"[""'believing that there is only one god' – ""]"
polytheistic,['monotheistic']
'having or showing or expressing reverence for a deity' – pious readings,"[""'lacking piety or reverence for a god' – ""]"
pious,['impious']
'lacking piety or reverence for a god' – ,"[""'having or showing or expressing reverence for a deity' – pious readings""]"
impious,['pious']
'of or relating to clergy not bound by monastic vows' – the secular clergy,"[""'of or relating to clergy bound by monastic vows' – the religious or regular clergy conducts the service""]"
secular,['religious']
'of or relating to clergy bound by monastic vows' – the religious or regular clergy conducts the service,"[""'of or relating to clergy not bound by monastic vows' – the secular clergy""]"
religious,['secular']
'having or showing belief in and reverence for a deity' – a religious man · religious attitude,"[""'hostile or indifferent to religion' – ""]"
religious,['irreligious']
'hostile or indifferent to religion' – ,"[""'having or showing belief in and reverence for a deity' – a religious man · religious attitude""]"
irreligious,['religious']
'easily calmed or pacified' – ,"[""'incapable of being placated' – an implacable enemy""]"
placable,['implacable']
'incapable of being placated' – an implacable enemy,"[""'easily calmed or pacified' – ""]"
implacable,['placable']
'lacking patterns especially in color' – ,"[""'having patterns (especially colorful patterns)' – ""]"
plain,['patterned']
'having patterns (especially colorful patterns)' – ,"[""'lacking patterns especially in color' – ""]"
patterned,['plain']
'not elaborate or elaborated; simple' – plain food · stuck to the plain facts · a plain blue suit · a plain rectangular brick building,"[""'not plain; decorative or ornamented' – fancy handwriting · fancy clothes""]"
plain,['fancy']
'not plain; decorative or ornamented' – fancy handwriting · fancy clothes,"[""'not elaborate or elaborated; simple' – plain food · stuck to the plain facts · a plain blue suit · a plain rectangular brick building""]"
fancy,['plain']
'designed or carried out according to a plan' – the planned outlays for new equipment,"[""'without apparent forethought or prompting or planning' – an unplanned economy · accepts an unplanned order · an unplanned pregnancy · unplanned remarks""]"
planned,['unplanned']
'without apparent forethought or prompting or planning' – an unplanned economy · accepts an unplanned order · an unplanned pregnancy · unplanned remarks,"[""'designed or carried out according to a plan' – the planned outlays for new equipment""]"
unplanned,['planned']
'produced or marked by conscious design or premeditation; ; - V.L.Parrington' – a studied smile · a note of biting irony and studied insult,"[""'not by design or artifice; unforced and impromptu' – an air of unstudied spontaneous utterance is apt to be painstakingly achieved · simple unstudied charm""]"
studied,['unstudied']
'not by design or artifice; unforced and impromptu' – an air of unstudied spontaneous utterance is apt to be painstakingly achieved · simple unstudied charm,"[""'produced or marked by conscious design or premeditation; ; - V.L.Parrington' – a studied smile · a note of biting irony and studied insult""]"
unstudied,['studied']
"'apparently reasonable and valid, and truthful' – a plausible excuse","[""'having a quality that provokes disbelief' – gave the teacher an implausible excuse""]"
plausible,['implausible']
'having a quality that provokes disbelief' – gave the teacher an implausible excuse,"[""'apparently reasonable and valid, and truthful' – a plausible excuse""]"
implausible,['plausible']
'affording pleasure; being in harmony with your taste or likings' – we had a pleasant evening together · a pleasant scene · pleasant sensations,"[""'disagreeable to the senses, to the mind, or feelings' – an unpleasant personality · unpleasant repercussions · unpleasant odors""]"
pleasant,['unpleasant']
"'disagreeable to the senses, to the mind, or feelings' – an unpleasant personality · unpleasant repercussions · unpleasant odors","[""'affording pleasure; being in harmony with your taste or likings' – we had a pleasant evening together · a pleasant scene · pleasant sensations""]"
unpleasant,['pleasant']
'experiencing or manifesting pleasure' – ,"[""'not pleased; experiencing or manifesting displeasure' – ""]"
pleased,['displeased']
'not pleased; experiencing or manifesting displeasure' – ,"[""'experiencing or manifesting pleasure' – ""]"
displeased,['pleased']
'giving pleasure and satisfaction' – a pleasing piece of news · pleasing in manner and appearance,"[""'causing displeasure or lacking pleasing qualities' – ""]"
pleasing,['displeasing']
'causing displeasure or lacking pleasing qualities' – ,"[""'giving pleasure and satisfaction' – a pleasing piece of news · pleasing in manner and appearance""]"
displeasing,['pleasing']
'having a point' – ,"[""'not having a point especially a sharp point' – my pencils are all pointless""]"
pointed,['pointless']
'not having a point especially a sharp point' – my pencils are all pointless,"[""'having a point' – ""]"
pointless,['pointed']
'of an angle; less than 90 degrees' – ,"[""'of an angle; between 90 and 180 degrees' – ""]"
acute,['obtuse']
'of an angle; between 90 and 180 degrees' – ,"[""'of an angle; less than 90 degrees' – ""]"
obtuse,['acute']
'perfected or made shiny and smooth' – his polished prose · in a freshly ironed dress and polished shoes · freshly polished silver,"[""'not carefully reworked or perfected or made smooth by polishing' – dull unpolished shoes""]"
polished,['unpolished']
'not carefully reworked or perfected or made smooth by polishing' – dull unpolished shoes,"[""'perfected or made shiny and smooth' – his polished prose · in a freshly ironed dress and polished shoes · freshly polished silver""]"
unpolished,['polished']
"'marked by artful prudence, expedience, and shrewdness' – it is neither polite nor politic to get into other people's quarrels · a politic decision · a politic manager · a politic old scoundrel · a shrewd and politic reply","[""'not politic' – an impolitic approach to a sensitive issue""]"
politic,['impolitic']
'not politic' – an impolitic approach to a sensitive issue,"[""'marked by artful prudence, expedience, and shrewdness' – it is neither polite nor politic to get into other people's quarrels · a politic decision · a politic manager · a politic old scoundrel · a shrewd and politic reply""]"
impolitic,['politic']
'involving or characteristic of politics or parties or politicians; - Daniel Goleman' – calling a meeting is a political act in itself · political pressure · a political machine · political office · political policy,"[""'not political' – ""]"
political,['nonpolitical']
'not political' – ,"[""'involving or characteristic of politics or parties or politicians; - Daniel Goleman' – calling a meeting is a political act in itself · political pressure · a political machine · political office · political policy""]"
nonpolitical,['political']
'capable of being weighed or considered; - James Jeans' – something ponderable from the outer world--something of which we can say that its weight is so and so,"[""'difficult or impossible to evaluate with precision' – such imponderable human factors as aesthetic sensibility""]"
ponderable,['imponderable']
'difficult or impossible to evaluate with precision' – such imponderable human factors as aesthetic sensibility,"[""'capable of being weighed or considered; - James Jeans' – something ponderable from the outer world--something of which we can say that its weight is so and so""]"
imponderable,['ponderable']
"'regarded with great favor, approval, or affection especially by the general public' – a popular tourist attraction · a popular girl · cabbage patch dolls are no longer popular","[""'regarded with disfavor or lacking general approval' – unpopular ideas · an unpopular war""]"
popular,['unpopular']
'regarded with disfavor or lacking general approval' – unpopular ideas · an unpopular war,"[""'regarded with great favor, approval, or affection especially by the general public' – a popular tourist attraction · a popular girl · cabbage patch dolls are no longer popular""]"
unpopular,['popular']
'in favor of (an action or proposal etc.)' – a pro vote,"[""'not in favor of (an action or proposal etc.)' – ""]"
pro,['anti']
'not in favor of (an action or proposal etc.)' – ,"[""'in favor of (an action or proposal etc.)' – a pro vote""]"
anti,['pro']
'characterized by or displaying affirmation or acceptance or certainty etc.' – a positive attitude · the reviews were all positive · a positive benefit · a positive demand,"[""'characterized by or displaying negation or denial or opposition or resistance; having no positive features' – a negative outlook on life · a colorless negative personality · a negative evaluation · a negative reaction to an advertising campaign"", ""'possessing no distinctive quality or characteristics' – ""]"
positive,"['negative', 'neutral']"
'characterized by or displaying negation or denial or opposition or resistance; having no positive features' – a negative outlook on life · a colorless negative personality · a negative evaluation · a negative reaction to an advertising campaign,"[""'possessing no distinctive quality or characteristics' – "", ""'characterized by or displaying affirmation or acceptance or certainty etc.' – a positive attitude · the reviews were all positive · a positive benefit · a positive demand""]"
negative,"['neutral', 'positive']"
'possessing no distinctive quality or characteristics' – ,"[""'characterized by or displaying affirmation or acceptance or certainty etc.' – a positive attitude · the reviews were all positive · a positive benefit · a positive demand"", ""'characterized by or displaying negation or denial or opposition or resistance; having no positive features' – a negative outlook on life · a colorless negative personality · a negative evaluation · a negative reaction to an advertising campaign""]"
neutral,"['positive', 'negative']"
'on the positive side or higher end of a scale' – a plus value · temperature of plus 5 degrees · a grade of C plus,"[""'on the negative side or lower end of a scale' – minus 5 degrees · a grade of B minus""]"
plus,['minus']
'on the negative side or lower end of a scale' – minus 5 degrees · a grade of B minus,"[""'on the positive side or higher end of a scale' – a plus value · temperature of plus 5 degrees · a grade of C plus""]"
minus,['plus']
"'reckoned, situated or tending in the direction which naturally or arbitrarily is taken to indicate increase or progress or onward motion' – positive increase in graduating students","[""'reckoned in a direction opposite to that regarded as positive' – negative interest rates""]"
positive,['negative']
'reckoned in a direction opposite to that regarded as positive' – negative interest rates,"[""'reckoned, situated or tending in the direction which naturally or arbitrarily is taken to indicate increase or progress or onward motion' – positive increase in graduating students""]"
negative,['positive']
'indicating existence or presence of a suspected condition or pathogen' – a positive pregnancy test,"[""'not indicating the presence of microorganisms or disease or a specific condition' – the HIV test was negative""]"
positive,['negative']
'not indicating the presence of microorganisms or disease or a specific condition' – the HIV test was negative,"[""'indicating existence or presence of a suspected condition or pathogen' – a positive pregnancy test""]"
negative,['positive']
'capable of happening or existing' – a breakthrough may be possible next year · anything is possible · warned of possible consequences,"[""'not capable of occurring or being accomplished or dealt with' – an impossible dream · an impossible situation""]"
possible,['impossible']
'not capable of occurring or being accomplished or dealt with' – an impossible dream · an impossible situation,"[""'capable of happening or existing' – a breakthrough may be possible next year · anything is possible · warned of possible consequences""]"
impossible,['possible']
"'having a strong physiological or chemical effect; ; ; ,' – a potent toxin · potent liquor · a potent cup of tea · a stiff drink","[""'lacking power or ability; - Freeman J.Dyson' – Technology without morality is barbarous; morality without technology is impotent · felt impotent rage""]"
potent,['impotent']
'lacking power or ability; - Freeman J.Dyson' – Technology without morality is barbarous; morality without technology is impotent · felt impotent rage,"[""'having a strong physiological or chemical effect; ; ; ,' – a potent toxin · potent liquor · a potent cup of tea · a stiff drink""]"
impotent,['potent']
'(of a male) capable of copulation' – ,"[""'(of a male) unable to copulate' – ""]"
potent,['impotent']
'(of a male) unable to copulate' – ,"[""'(of a male) capable of copulation' – ""]"
impotent,['potent']
'having great power or force or potency or effect' – the most powerful government in western Europe · his powerful arms · a powerful bomb · the horse's powerful kick · powerful drugs · a powerful argument,"[""'lacking power' – ""]"
powerful,['powerless']
'lacking power' – ,"[""'having great power or force or potency or effect' – the most powerful government in western Europe · his powerful arms · a powerful bomb · the horse's powerful kick · powerful drugs · a powerful argument""]"
powerless,['powerful']
'(often used in combination) having or using or propelled by means of power or power of a specified kind' – powered flight · kerosine-powered jet engines,"[""'not having or using power' – an autogiro is supported in flight by unpowered rotating wings""]"
powered,['unpowered']
'not having or using power' – an autogiro is supported in flight by unpowered rotating wings,"[""'(often used in combination) having or using or propelled by means of power or power of a specified kind' – powered flight · kerosine-powered jet engines""]"
unpowered,['powered']
'subjected to or capable of operating under relatively high voltage' – high-tension wire,"[""'subjected to or capable of operating under relative low voltage' – ""]"
high-tension,['low-tension']
'subjected to or capable of operating under relative low voltage' – ,"[""'subjected to or capable of operating under relatively high voltage' – high-tension wire""]"
low-tension,['high-tension']
'having or exercising influence or power' – an influential newspaper · influential leadership for peace,"[""'not influential' – ""]"
influential,['uninfluential']
'not influential' – ,"[""'having or exercising influence or power' – an influential newspaper · influential leadership for peace""]"
uninfluential,['influential']
'pertaining to or having or occurring by means of a placenta' – all mammals except monotremes and marsupials are placental mammals,"[""'having no placenta' – monotremes and marsupials are aplacental mammals""]"
placental,['aplacental']
'having no placenta' – monotremes and marsupials are aplacental mammals,"[""'pertaining to or having or occurring by means of a placenta' – all mammals except monotremes and marsupials are placental mammals""]"
aplacental,['placental']
'set in the soil for growth' – ,"[""'not planted' – ""]"
planted,['unplanted']
'not planted' – ,"[""'set in the soil for growth' – ""]"
unplanted,['planted']
'(of farmland) broken and turned over with a plow' – plowed fields,"[""'(of farmland) not plowed' – unplowed fields · unbroken land""]"
plowed,['unplowed']
'(of farmland) not plowed' – unplowed fields · unbroken land,"[""'(of farmland) broken and turned over with a plow' – plowed fields""]"
unplowed,['plowed']
'(of land or fields) prepared for raising crops by plowing or fertilizing' – cultivated land,"[""'(of land or fields) not prepared for raising crops' – uncultivated land""]"
cultivated,['uncultivated']
'(of land or fields) not prepared for raising crops' – uncultivated land,"[""'(of land or fields) prepared for raising crops by plowing or fertilizing' – cultivated land""]"
uncultivated,['cultivated']
'of plants; planted or grown in a pot' – potted geraniums,"[""'not planted in pots' – ""]"
potted,['unpotted']
'not planted in pots' – ,"[""'of plants; planted or grown in a pot' – potted geraniums""]"
unpotted,['potted']
'concerned with actual use or practice' – he is a very practical person · the idea had no practical application · a practical knowledge of Japanese · woodworking is a practical art,"[""'not practical; not workable or not given to practical matters' – refloating the ship proved impractical because of the expense · he is intelligent but too impractical for commercial work · an impractical solution""]"
practical,['impractical']
'not practical; not workable or not given to practical matters' – refloating the ship proved impractical because of the expense · he is intelligent but too impractical for commercial work · an impractical solution,"[""'concerned with actual use or practice' – he is a very practical person · the idea had no practical application · a practical knowledge of Japanese · woodworking is a practical art""]"
impractical,['practical']
'sharply exact or accurate or delimited' – a precise mind · specified a precise amount · arrived at the precise moment,"[""'not precise' – imprecise astronomical observations · the terms he used were imprecise and emotional""]"
precise,['imprecise']
'not precise' – imprecise astronomical observations · the terms he used were imprecise and emotional,"[""'sharply exact or accurate or delimited' – a precise mind · specified a precise amount · arrived at the precise moment""]"
imprecise,['precise']
'characterized by or characteristic of exceptionally early development or maturity (especially in mental aptitude)' – a precocious child · a precocious achievement,"[""'relatively slow in mental or emotional or physical development' – providing a secure and sometimes happy life for the retarded""]"
precocious,['retarded']
'relatively slow in mental or emotional or physical development' – providing a secure and sometimes happy life for the retarded,"[""'characterized by or characteristic of exceptionally early development or maturity (especially in mental aptitude)' – a precocious child · a precocious achievement""]"
retarded,['precocious']
'capable of being foretold' – ,"[""'not capable of being foretold' – ""]"
predictable,['unpredictable']
'not capable of being foretold' – ,"[""'capable of being foretold' – ""]"
unpredictable,['predictable']
'characterized by deliberate purpose and some degree of planning' – a premeditated crime,"[""'not premeditated' – ""]"
premeditated,['unpremeditated']
'not premeditated' – ,"[""'characterized by deliberate purpose and some degree of planning' – a premeditated crime""]"
unpremeditated,['premeditated']
'made ready or fit or suitable beforehand' – a prepared statement · be prepared for emergencies,"[""'without preparation; not prepared for; ; ; - R.E.Danielson' – unprepared remarks · the shock was unprepared · our treaty makers approached their immensely difficult problems unprepared""]"
prepared,['unprepared']
'without preparation; not prepared for; ; ; - R.E.Danielson' – unprepared remarks · the shock was unprepared · our treaty makers approached their immensely difficult problems unprepared,"[""'made ready or fit or suitable beforehand' – a prepared statement · be prepared for emergencies""]"
unprepared,['prepared']
'available only with a doctor's written prescription' – a prescription drug,"[""'purchasable without a doctor's prescription' – nonprescription drugs · an over-the-counter cold remedy""]"
prescription,['nonprescription']
'purchasable without a doctor's prescription' – nonprescription drugs · an over-the-counter cold remedy,"[""'available only with a doctor's written prescription' – a prescription drug""]"
nonprescription,['prescription']
'being or existing in a specified place' – the murderer is present in this room · present at the wedding · present at the creation,"[""'not being in a specified place' – ""]"
present,['absent']
'not being in a specified place' – ,"[""'being or existing in a specified place' – the murderer is present in this room · present at the wedding · present at the creation""]"
absent,['present']
'intended to attract notice and impress others' – an ostentatious sable coat,"[""'not ostentatious' – his unostentatious office · unostentatious elegance""]"
ostentatious,['unostentatious']
'not ostentatious' – his unostentatious office · unostentatious elegance,"[""'intended to attract notice and impress others' – an ostentatious sable coat""]"
unostentatious,['ostentatious']
'making claim to or creating an appearance of (often undeserved) importance or distinction' – a pretentious country house · a pretentious fraud · a pretentious scholarly edition,"[""'lacking pretension or affectation' – an unpretentious country church · her quiet unpretentious demeanor""]"
pretentious,['unpretentious']
'lacking pretension or affectation' – an unpretentious country church · her quiet unpretentious demeanor,"[""'making claim to or creating an appearance of (often undeserved) importance or distinction' – a pretentious country house · a pretentious fraud · a pretentious scholarly edition""]"
unpretentious,['pretentious']
'of first rank or importance or value; direct and immediate rather than secondary' – primary goals · a primary effect · primary sources · a primary interest,"[""'being of second rank or importance or value; not direct or immediate' – the stone will be hauled to a secondary crusher · a secondary source · a secondary issue · secondary streams""]"
primary,['secondary']
'being of second rank or importance or value; not direct or immediate' – the stone will be hauled to a secondary crusher · a secondary source · a secondary issue · secondary streams,"[""'of first rank or importance or value; direct and immediate rather than secondary' – primary goals · a primary effect · primary sources · a primary interest""]"
secondary,['primary']
'pertaining to or constituting a base or basis' – a basic fact · the basic ingredients · basic changes in public opinion occur because of changes in priorities,"[""'(sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence' – incidental expenses · the road will bring other incidental advantages · extra duties incidental to the job · labor problems incidental to a rapid expansion · confusion incidental to a quick change""]"
basic,['incidental']
'(sometimes followed by `to') minor or casual or subordinate in significance or nature or occurring as a chance concomitant or consequence' – incidental expenses · the road will bring other incidental advantages · extra duties incidental to the job · labor problems incidental to a rapid expansion · confusion incidental to a quick change,"[""'pertaining to or constituting a base or basis' – a basic fact · the basic ingredients · basic changes in public opinion occur because of changes in priorities""]"
incidental,['basic']
'confined to particular persons or groups or providing privacy' – a private place · private discussions · private lessons · a private club · a private secretary · private property · the former President is now a private citizen · public figures struggle to maintain a private life,"[""'not private; open to or concerning the people as a whole' – the public good · public libraries · public funds · public parks · a public scandal · public gardens · performers and members of royal families are public figures""]"
private,['public']
'not private; open to or concerning the people as a whole' – the public good · public libraries · public funds · public parks · a public scandal · public gardens · performers and members of royal families are public figures,"[""'confined to particular persons or groups or providing privacy' – a private place · private discussions · private lessons · a private club · a private secretary · private property · the former President is now a private citizen · public figures struggle to maintain a private life""]"
public,['private']
'excluding much or all; especially all but a particular group or minority' – exclusive clubs · an exclusive restaurants and shops,"[""'including much or everything; and especially including stated limits' – an inclusive art form · an inclusive fee · his concept of history is modern and inclusive · from Monday to Friday inclusive""]"
exclusive,['inclusive']
'including much or everything; and especially including stated limits' – an inclusive art form · an inclusive fee · his concept of history is modern and inclusive · from Monday to Friday inclusive,"[""'excluding much or all; especially all but a particular group or minority' – exclusive clubs · an exclusive restaurants and shops""]"
inclusive,['exclusive']
'blessed with privileges' – the privileged few,"[""'lacking the rights and advantages of other members of society' – ""]"
privileged,['underprivileged']
'lacking the rights and advantages of other members of society' – ,"[""'blessed with privileges' – the privileged few""]"
underprivileged,['privileged']
'producing or capable of producing (especially abundantly)' – productive farmland · his productive years · a productive collaboration,"[""'not producing or capable of producing' – elimination of high-cost or unproductive industries""]"
productive,['unproductive']
'not producing or capable of producing' – elimination of high-cost or unproductive industries,"[""'producing or capable of producing (especially abundantly)' – productive farmland · his productive years · a productive collaboration""]"
unproductive,['productive']
'having the ability to produce or originate' – generative power · generative forces,"[""'tending to consume or use often wastefully' – water suitable for beneficial consumptive uses · duties consumptive of time and energy · consumptive fires""]"
generative,['consumptive']
'tending to consume or use often wastefully' – water suitable for beneficial consumptive uses · duties consumptive of time and energy · consumptive fires,"[""'having the ability to produce or originate' – generative power · generative forces""]"
consumptive,['generative']
'capable of being reproduced' – astonishingly reproducible results can be obtained,"[""'impossible to reproduce or duplicate' – ""]"
reproducible,['unreproducible']
'impossible to reproduce or duplicate' – ,"[""'capable of being reproduced' – astonishingly reproducible results can be obtained""]"
unreproducible,['reproducible']
'engaged in a profession or engaging in as a profession or means of livelihood' – the professional man or woman possesses distinctive qualifications · began her professional career after the Olympics · professional theater · professional football · a professional cook · professional actors and athletes,"[""'not professional; not engaged in a profession or engaging in as a profession or for gain' – the nonprofessional wives of his male colleagues · nonprofessional actors""]"
professional,['nonprofessional']
'not professional; not engaged in a profession or engaging in as a profession or for gain' – the nonprofessional wives of his male colleagues · nonprofessional actors,"[""'engaged in a profession or engaging in as a profession or means of livelihood' – the professional man or woman possesses distinctive qualifications · began her professional career after the Olympics · professional theater · professional football · a professional cook · professional actors and athletes""]"
nonprofessional,['professional']
'characteristic of or befitting a profession or one engaged in a profession' – professional conduct · professional ethics · a thoroughly professional performance,"[""'not characteristic of or befitting a profession or one engaged in a profession' – described in unprofessional language so that high school students could understand it · was censured for unprofessional conduct · unprofessional repairs""]"
professional,['unprofessional']
'not characteristic of or befitting a profession or one engaged in a profession' – described in unprofessional language so that high school students could understand it · was censured for unprofessional conduct · unprofessional repairs,"[""'characteristic of or befitting a profession or one engaged in a profession' – professional conduct · professional ethics · a thoroughly professional performance""]"
unprofessional,['professional']
'yielding material gain or profit' – profitable speculation on the stock market,"[""'producing little or no profit or gain' – deposits abandoned by mining companies as unprofitable""]"
profitable,['unprofitable']
'producing little or no profit or gain' – deposits abandoned by mining companies as unprofitable,"[""'yielding material gain or profit' – profitable speculation on the stock market""]"
unprofitable,['profitable']
'showing intellectual penetration or emotional depth' – the differences are profound · a profound insight · a profound book · a profound mind · profound contempt · profound regret,"[""'concerned with or comprehending only what is apparent or obvious; not deep or penetrating emotionally or intellectually' – superficial similarities · a superficial mind · his thinking was superficial and fuzzy · superficial knowledge · the superficial report didn't give the true picture · only superficial differences""]"
profound,['superficial']
'concerned with or comprehending only what is apparent or obvious; not deep or penetrating emotionally or intellectually' – superficial similarities · a superficial mind · his thinking was superficial and fuzzy · superficial knowledge · the superficial report didn't give the true picture · only superficial differences,"[""'showing intellectual penetration or emotional depth' – the differences are profound · a profound insight · a profound book · a profound mind · profound contempt · profound regret""]"
superficial,['profound']
'having a projecting lower jaw' – ,"[""'having receding jaws' – ""]"
prognathous,['opisthognathous']
'having receding jaws' – ,"[""'having a projecting lower jaw' – ""]"
opisthognathous,['prognathous']
'favoring or promoting progress' – progressive schools,"[""'opposing progress; returning to a former less advanced state' – ""]"
progressive,['regressive']
'opposing progress; returning to a former less advanced state' – ,"[""'favoring or promoting progress' – progressive schools""]"
regressive,['progressive']
'(of taxes) adjusted so that the rate increases as the amount of income increases' – ,"[""'(of taxes) adjusted so that the rate decreases as the amount of income increases' – ""]"
progressive,['regressive']
'(of taxes) adjusted so that the rate decreases as the amount of income increases' – ,"[""'(of taxes) adjusted so that the rate increases as the amount of income increases' – ""]"
regressive,['progressive']
'capable of being uttered or pronounced' – a pronounceable group of letters,"[""'impossible or difficult to pronounce correctly' – ""]"
pronounceable,['unpronounceable']
'impossible or difficult to pronounce correctly' – ,"[""'capable of being uttered or pronounced' – a pronounceable group of letters""]"
unpronounceable,['pronounceable']
'marked by suitability or rightness or appropriateness' – proper medical treatment · proper manners,"[""'not suitable or right or appropriate' – slightly improper to dine alone with a married man · improper medication · improper attire for the golf course""]"
proper,['improper']
'not suitable or right or appropriate' – slightly improper to dine alone with a married man · improper medication · improper attire for the golf course,"[""'marked by suitability or rightness or appropriateness' – proper medical treatment · proper manners""]"
improper,['proper']
'foretelling events as if by supernatural intervention' – prophetic writings · prophetic powers · words that proved prophetic,"[""'not prophetic; not foreseeing correctly' – ""]"
prophetic,['unprophetic']
'not prophetic; not foreseeing correctly' – ,"[""'foretelling events as if by supernatural intervention' – prophetic writings · prophetic powers · words that proved prophetic""]"
unprophetic,['prophetic']
'of or concerned with or related to the future' – prospective earnings · a prospective mother · a prospective bride · the statute is solely prospective in operation,"[""'concerned with or related to the past' – retrospective self-justification""]"
prospective,['retrospective']
'concerned with or related to the past' – retrospective self-justification,"[""'of or concerned with or related to the future' – prospective earnings · a prospective mother · a prospective bride · the statute is solely prospective in operation""]"
retrospective,['prospective']
'kept safe or defended from danger or injury or loss' – the most protected spot I could find,"[""'lacking protection or defense' – ""]"
protected,['unprotected']
'lacking protection or defense' – ,"[""'kept safe or defended from danger or injury or loss' – the most protected spot I could find""]"
unprotected,['protected']
'intended or adapted to afford protection of some kind' – a protective covering · the use of protective masks and equipment · protective coatings · kept the drunken sailor in protective custody · animals with protective coloring · protective tariffs,"[""'not affording protection' – ""]"
protective,['unprotective']
'not affording protection' – ,"[""'intended or adapted to afford protection of some kind' – a protective covering · the use of protective masks and equipment · protective coatings · kept the drunken sailor in protective custody · animals with protective coloring · protective tariffs""]"
unprotective,['protective']
'feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride' – proud parents · proud of his accomplishments · a proud moment · proud to serve his country · a proud name · proud princes,"[""'marked by meekness or modesty; not arrogant or prideful; ; - B.K.Malinowski' – a humble apology · essentially humble...and self-effacing, he achieved the highest formal honors and distinctions""]"
proud,['humble']
"'marked by meekness or modesty; not arrogant or prideful; ; - B.K.Malinowski' – a humble apology · essentially humble...and self-effacing, he achieved the highest formal honors and distinctions","[""'feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride' – proud parents · proud of his accomplishments · a proud moment · proud to serve his country · a proud name · proud princes""]"
humble,['proud']
'established beyond doubt' – a proven liar · a Soviet leader of proven shrewdness,"[""'not proved' – unproved allegations · unproved assumptions""]"
proved,['unproved']
'not proved' – unproved allegations · unproved assumptions,"[""'established beyond doubt' – a proven liar · a Soviet leader of proven shrewdness""]"
unproved,['proved']
'providing carefully for the future' – wild squirrels are provident · a provident father plans for his children's education,"[""'not provident; not providing for the future' – ""]"
provident,['improvident']
'not provident; not providing for the future' – ,"[""'providing carefully for the future' – wild squirrels are provident · a provident father plans for his children's education""]"
improvident,['provident']
"'serving or tending to provoke, excite, or stimulate; stimulating discussion or exciting controversy; ; ; - Anthony Trollope' – a provocative remark · a provocative smile · provocative Irish tunes which...compel the hearers to dance","[""'not provocative' – ""]"
provocative,['unprovocative']
'not provocative' – ,"[""'serving or tending to provoke, excite, or stimulate; stimulating discussion or exciting controversy; ; ; - Anthony Trollope' – a provocative remark · a provocative smile · provocative Irish tunes which...compel the hearers to dance""]"
unprovocative,['provocative']
'careful and sensible; marked by sound judgment' – a prudent manager · prudent rulers · prudent hesitation · more prudent to hide than to fight,"[""'not prudent or wise; ; - A.M.Schlesinger' – very imprudent of her mother to encourage her in such silly romantic ideas · would be imprudent for a noneconomist to talk about the details of economic policy""]"
prudent,['imprudent']
'not prudent or wise; ; - A.M.Schlesinger' – very imprudent of her mother to encourage her in such silly romantic ideas · would be imprudent for a noneconomist to talk about the details of economic policy,"[""'careful and sensible; marked by sound judgment' – a prudent manager · prudent rulers · prudent hesitation · more prudent to hide than to fight""]"
imprudent,['prudent']
'acting or arriving or performed exactly at the time appointed' – she expected guests to be punctual at meals · he is not a particularly punctual person · punctual payment,"[""'not punctual; after the appointed time' – ""]"
punctual,['unpunctual']
'not punctual; after the appointed time' – ,"[""'acting or arriving or performed exactly at the time appointed' – she expected guests to be punctual at meals · he is not a particularly punctual person · punctual payment""]"
unpunctual,['punctual']
'subjected to a penalty (as pain or shame or restraint or loss) for an offense or fault or in order to coerce some behavior (as a confession or obedience)' – ,"[""'not punished' – would he forget the crime and let it go unpunished?""]"
punished,['unpunished']
'not punished' – would he forget the crime and let it go unpunished?,"[""'subjected to a penalty (as pain or shame or restraint or loss) for an offense or fault or in order to coerce some behavior (as a confession or obedience)' – ""]"
unpunished,['punished']
'inflicting punishment' – punitive justice · punitive damages,"[""'designed to accomplish rehabilitation; - J.B.Costello' – from a penal to a rehabilitative philosophy · rehabilitative treatment""]"
punitive,['rehabilitative']
'designed to accomplish rehabilitation; - J.B.Costello' – from a penal to a rehabilitative philosophy · rehabilitative treatment,"[""'inflicting punishment' – punitive justice · punitive damages""]"
rehabilitative,['punitive']
'bred for many generations from member of a recognized breed or strain' – ,"[""'bred from parents of different varieties or species' – ""]"
purebred,['crossbred']
'bred from parents of different varieties or species' – ,"[""'bred for many generations from member of a recognized breed or strain' – ""]"
crossbred,['purebred']
'(used of persons or behaviors) having no faults; sinless; - Sylvia Plath' – I felt pure and sweet as a new baby · pure as the driven snow,"[""'(used of persons or behaviors) immoral or obscene' – impure thoughts""]"
pure,['impure']
'(used of persons or behaviors) immoral or obscene' – impure thoughts,"[""'(used of persons or behaviors) having no faults; sinless; - Sylvia Plath' – I felt pure and sweet as a new baby · pure as the driven snow""]"
impure,['pure']
'free of extraneous elements of any kind' – pure air and water · pure gold · pure primary colors · the violin's pure and lovely song · pure tones · pure oxygen,"[""'combined with extraneous elements' – ""]"
pure,['impure']
'combined with extraneous elements' – ,"[""'free of extraneous elements of any kind' – pure air and water · pure gold · pure primary colors · the violin's pure and lovely song · pure tones · pure oxygen""]"
impure,['pure']
